caseID,uri,uriID,newURI
1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onCreate/.build/binding.detailPlayer[language=JAVA],0,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onCreate/.build/binding.detailVideoPlayer[language=JAVA]
1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onClick/binding.detailPlayer[language=JAVA],0,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onClick/binding.detailVideoPlayer[language=JAVA]
1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/getCurPlay/binding.detailPlayer[language=JAVA],0,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/getCurPlay/binding.detailVideoPlayer[language=JAVA]
1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/resolveNormalVideoUI/binding.detailPlayer[language=JAVA],0,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/resolveNormalVideoUI/binding.detailVideoPlayer[language=JAVA]
1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/resolveNormalVideoUI/binding.detailPlayer[language=JAVA],1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/resolveNormalVideoUI/binding.detailVideoPlayer[language=JAVA]
1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onConfigurationChanged/binding.detailPlayer[language=JAVA],0,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onConfigurationChanged/binding.detailVideoPlayer[language=JAVA]
1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onPrepared/orientationUtils.setEnable/binding.detailPlayer[language=JAVA],0,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onPrepared/orientationUtils.setEnable/binding.detailVideoPlayer[language=JAVA]
1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onCreate/binding.detailPlayer[language=JAVA],0,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onCreate/binding.detailVideoPlayer[language=JAVA]
1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onCreate/binding.detailPlayer[language=JAVA],1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onCreate/binding.detailVideoPlayer[language=JAVA]
1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/getCurPlay/return/binding.detailPlayer[language=JAVA],0,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/getCurPlay/return/binding.detailVideoPlayer[language=JAVA]
1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/getCurPlay/return/binding.detailPlayer[language=JAVA],1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/getCurPlay/return/binding.detailVideoPlayer[language=JAVA]
1,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onCreate/OrientationUtils/binding.detailPlayer[language=JAVA],0,use://app/src/main/java/com/example/gsyvideoplayer/AudioDetailPlayer.java[language=FILE]//AudioDetailPlayer/onCreate/OrientationUtils/binding.detailVideoPlayer[language=JAVA]
2,def://gsyVideoPlayer-java/src/main/res/layout/video_volume_dialog.xml[language=FILE]//LinearLayout/RelativeLayout/LinearLayout/ProgressBar/android:id[language=XML]//@+id\\/volume_progressbar[language=ANY],0,def://gsyVideoPlayer-java/src/main/res/layout/video_volume_dialog.xml[language=FILE]//LinearLayout/RelativeLayout/LinearLayout/ProgressBar/android:id[language=XML]//@+id\\/volume_progress_bar[language=ANY]
3,use://gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/StandardGSYVideoPlayer.java[language=FILE]//StandardGSYVideoPlayer/getBrightnessTextId/return/R.id.app_video_brightness[language=JAVA],0,use://gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/StandardGSYVideoPlayer.java[language=FILE]//StandardGSYVideoPlayer/getBrightnessTextId/return/R.id.app_video_bright[language=JAVA]
4,def://gsyVideoPlayer-java/src/main/res/layout/video_layout_sample_ad.xml[language=FILE]//RelativeLayout/TextView/android:id[language=XML]//@+id\\/ad_time[language=ANY],0,def://gsyVideoPlayer-java/src/main/res/layout/video_layout_sample_ad.xml[language=FILE]//RelativeLayout/TextView/android:id[language=XML]//@+id\\/ad_timer[language=ANY]
5,def://gsyVideoPlayer-java/src/main/res/layout/video_layout_normal.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/small_close[language=ANY],0,def://gsyVideoPlayer-java/src/main/res/layout/video_layout_normal.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/close_small[language=ANY]
5,def://app/src/main/res/layout/audio_layout_cover.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/small_close[language=ANY],0,def://app/src/main/res/layout/audio_layout_cover.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/close_small[language=ANY]
5,def://app/src/main/res/layout/video_layout_subtitle.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/small_close[language=ANY],0,def://app/src/main/res/layout/video_layout_subtitle.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/close_small[language=ANY]
5,def://app/src/main/res/layout/switch_video.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/small_close[language=ANY],0,def://app/src/main/res/layout/switch_video.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/close_small[language=ANY]
5,def://app/src/main/res/layout/sample_control_video.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/small_close[language=ANY],0,def://app/src/main/res/layout/sample_control_video.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/close_small[language=ANY]
5,def://gsyVideoPlayer-java/src/main/res/layout/video_layout_sample_ad.xml[language=FILE]//RelativeLayout/RelativeLayout/ImageView/android:id[language=XML]//@+id\\/small_close[language=ANY],0,def://gsyVideoPlayer-java/src/main/res/layout/video_layout_sample_ad.xml[language=FILE]//RelativeLayout/RelativeLayout/ImageView/android:id[language=XML]//@+id\\/close_small[language=ANY]
5,def://app/src/main/res/layout/danmaku_layout.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/small_close[language=ANY],0,def://app/src/main/res/layout/danmaku_layout.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/close_small[language=ANY]
5,def://app/src/main/res/layout/sample_video_normal.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/small_close[language=ANY],0,def://app/src/main/res/layout/sample_video_normal.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/close_small[language=ANY]
5,def://app/src/main/res/layout/video_layout_cover.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/small_close[language=ANY],0,def://app/src/main/res/layout/video_layout_cover.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/close_small[language=ANY]
5,def://gsyVideoPlayer-java/src/main/res/layout/video_layout_custom.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/small_close[language=ANY],0,def://gsyVideoPlayer-java/src/main/res/layout/video_layout_custom.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/close_small[language=ANY]
5,def://app/src/main/res/layout/video_layout_preview.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/small_close[language=ANY],0,def://app/src/main/res/layout/video_layout_preview.xml[language=FILE]//RelativeLayout/ImageView/android:id[language=XML]//@+id\\/close_small[language=ANY]
